web-scraper-order,web-scraper-start-url,heading,date,description,pagination,pagination-href
1520597636-41,https://news.bitcoin.com/?s=bitcoin+government+bank,Some UK Mortgage Lenders Refuse to Serve Bitcoin Investors,15-Jan-18,British bitcoin investors trying to use their earnings to buy real estate are facing difficulties in securing loans from mortgage lenders. Several building societies...,6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597636-42,https://news.bitcoin.com/?s=bitcoin+government+bank,The Futility of Government Bans – Bitcoin Always Finds a Way,15-Jan-18,Cryptocurrencies have been threatened at one point or another by nearly every country on the planet. Rarely does a government venture beyond rhetoric. Those...,6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597636-43,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korean Banks Reverse Decisions on Cryptocurrency Accounts,15-Jan-18,South Korean banks have backtracked from their decisions to stop servicing cryptocurrency accounts as crypto investors protested and the government re-discussed its policy. The...,6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597810-771,https://news.bitcoin.com/?s=bitcoin+government+bank,Venezuela Urges 10 Other Countries to Adopt Its Oil-Backed Cryptocurrency,14-Jan-18,"Venezuela's president Nicolas Maduro has called for 10 other countries to adopt his planned oil-backed cryptocurrency, the petro. This move follows the country's parliament...",79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597810-772,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korea Announces Crypto Traders Could Face Fines Under New System,14-Jan-18,"The South Korean government has announced that cryptocurrency traders will be fined if they do not convert from existing virtual accounts, which allows for...",79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597636-45,https://news.bitcoin.com/?s=bitcoin+government+bank,The Bitcoin.com Podcast Network Presents: This Week In Bitcoin,13-Jan-18,"This week the cryptocurrency portal Bitcoin.com launched a new podcast called “This Week In Bitcoin” with host Matt Aaron, who discusses the previous week’s...",6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597810-773,https://news.bitcoin.com/?s=bitcoin+government+bank,The Satoshi Revolution – Chapter 4: Crypto. A New Paradigm of Privacy and ID...,13-Jan-18,"The Satoshi Revolution: A Revolution of Rising Expectations.
Section 2 : The Moral Imperative of Privacy
Chapter 4: When Privacy is Criminalized, Only Criminals will be...",79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597636-44,https://news.bitcoin.com/?s=bitcoin+government+bank,"Calls for “Legal Bitcoin” in Ukraine, as Natsbank Mulls E-Fiat",13-Jan-18,"Ukraine, now serious about crypto regulation, is setting up a special working group to oversee the completion of the necessary framework. Dedicated legislation has...",6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597810-775,https://news.bitcoin.com/?s=bitcoin+government+bank,Belfrics Granted ‘Sandbox License’ to Open Crypto Exchange in Bahrain,12-Jan-18,"The Central Bank of Bahrain has awarded bitcoin technology provider, Belfrics Global, a sandbox license to open and operate a cryptocurrency exchange in the...",79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597636-46,https://news.bitcoin.com/?s=bitcoin+government+bank,Ditch University and High Transaction Fees – Praxis Accepts Bitcoin Cash,12-Jan-18,"Praxis is an intern, apprentice-like placement company, acting as a practical, resumé building experience for those who believe university is a waste of intellect...",6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597810-774,https://news.bitcoin.com/?s=bitcoin+government+bank,Mining Operations Offered to India After Mixed Signals from Beijing,12-Jan-18,Members of the Indian crypto community have received offers to set up mining facilities after reports of potentially negative developments for miners in China....,79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597636-48,https://news.bitcoin.com/?s=bitcoin+government+bank,Strict Regulations Force South Korean Banks to Stop Servicing Cryptocurrency Exchanges,12-Jan-18,"Following the inspections of six major banks this week, South Korean regulators have uncovered some inadequate internal controls for handling cryptocurrency exchanges. Given the...",6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597636-47,https://news.bitcoin.com/?s=bitcoin+government+bank,Swedish Bank Allegedly Forbids Employees from Owning Cryptocurrency,12-Jan-18,"A giant Northern European bank, Nordea, has allegedly enacted a company policy which forbids its employees from owning or trading in bitcoin or other...",6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597810-776,https://news.bitcoin.com/?s=bitcoin+government+bank,Russia Drafts Bill to Legalize Cryptocurrency Trading on Approved Exchanges,12-Jan-18,The Russian Ministry of Finance is drafting a bill to legalize cryptocurrency trading at approved exchanges. The ministry is already preparing a list of...,79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597639-52,https://news.bitcoin.com/?s=bitcoin+government+bank,India’s Bitcoin Exchange Koinex Suffers From Bank Blocking Crypto Accounts,11-Jan-18,"India continues its shaky experiment with money’s future as its domestic population is wild about cryptocurrency. Its government and regulators are less than thrilled,...",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597636-49,https://news.bitcoin.com/?s=bitcoin+government+bank,"Chinese Bitcoin Mining Giant Bitmain Establishes Branch in Zug, Switzerland",11-Jan-18,"For centuries Switzerland was known around the world for its tradition of banking secrecy, but now a new financial industry is taking root in...",6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597639-51,https://news.bitcoin.com/?s=bitcoin+government+bank,The Mystery of the ”Lost” Bulgarian Bitcoins Sparks Questions Again,11-Jan-18,"Missing, stolen, lost or buried…these are all adjectives attracting attention when attached to the noun “cash”, physical or digital. Comments and shares on social...",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597639-53,https://news.bitcoin.com/?s=bitcoin+government+bank,Australian Taxation Office Creates Task Force to Go After Bitcoin Traders,11-Jan-18,"Are you an Australian citizen and worried you might not be paying all the taxes you are due on your bitcoin investments? Well, worry...",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597636-50,https://news.bitcoin.com/?s=bitcoin+government+bank,US Marshals Plan to Auction $52M Worth of Seized Bitcoins,11-Jan-18,The U.S. Marshals announced on January 11 that the agency has plans to have another online bitcoin auction on January 22. The six-hour auction...,6,https://news.bitcoin.com/page/6/?s=bitcoin+government+bank
1520597810-777,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitstamp Is Asking Users Who Want to Withdraw a Lot of Questions,11-Jan-18,"Customers of Slovenia's Bitstamp exchange are being forced to jump through hoops to meet an unprecedented level of compliance. A widely circulated image, purporting...",79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520598475-1104,https://news.bitcoin.com/?s=ethereum+government+bank,Bitstamp Is Asking Users Who Want to Withdraw a Lot of Questions,11-Jan-18,"Customers of Slovenia's Bitstamp exchange are being forced to jump through hoops to meet an unprecedented level of compliance. A widely circulated image, purporting...",3,https://news.bitcoin.com/page/3/?s=ethereum+government+bank
1520598580-1243,https://news.bitcoin.com/?s=ripple+government+bank,Bitstamp Is Asking Users Who Want to Withdraw a Lot of Questions,11-Jan-18,"Customers of Slovenia's Bitstamp exchange are being forced to jump through hoops to meet an unprecedented level of compliance. A widely circulated image, purporting...",2,https://news.bitcoin.com/page/2/?s=ripple+government+bank
1520597639-54,https://news.bitcoin.com/?s=bitcoin+government+bank,Goldman Sachs Recognizes Bitcoin’s Future Potential,10-Jan-18,"First, Jamie Dimon of JP Morgan Chase says he regrets calling bitcoin a fraud. Now, legacy bank Goldman Sachs is formally recognizing how cryptocurrencies...",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597810-778,https://news.bitcoin.com/?s=bitcoin+government+bank,"South Korea Urges 23 Countries, EU, and IMF to Collaborate on Curbing Crypto Trading",9-Jan-18,"The South Korean government has called for financial regulators and central bankers of 23 other countries as well as 12 organizations, including the International...",79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597810-779,https://news.bitcoin.com/?s=bitcoin+government+bank,Vermont Senator Proposes Digital Currency Tax Legislation,9-Jan-18,Earlier this week Senator Alison Clarkson (D) from Vermont has proposed legislation that outlines a use case for government-based cryptocurrency solutions for the green...,79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597639-56,https://news.bitcoin.com/?s=bitcoin+government+bank,Two More Bitcoin ETF Proposals Withdrawn,9-Jan-18,The US Securities and Exchange Commission (SEC) reportedly informed two bitcoin exchange-traded fund (ETF) aspirants their cryptocurrency products lack enough liquidity and are problematic...,7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597639-55,https://news.bitcoin.com/?s=bitcoin+government+bank,JP Morgan’s Jamie Dimon Regrets his ”Bitcoin is a Fraud” Statement,9-Jan-18,"Jamie Dimon, chair of JP Morgan Chase, was once again asked about his thoughts on bitcoin. In a wide-ranging interview on FOX Business, Mr....",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597639-58,https://news.bitcoin.com/?s=bitcoin+government+bank,Confusion Grows Surrounding Official Chinese Position Regarding Bitcoin Mining,8-Jan-18,"In recent days a number of conflicting reports have surfaced pertaining to the stance of China’s government with regards to bitcoin mining. Last week,...",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597810-780,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korea to Cooperate with China and Japan on Regulation,8-Jan-18,South Korean regulators are seeking cooperation with counterparts from Beijing and Tokyo to address cryptocurrency speculation. Six commercial banks have been targeted by Seoul...,79,https://news.bitcoin.com/page/79/?s=bitcoin+government+bank
1520597639-57,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Adoption Continues to Thrive Within Africa’s Borders,8-Jan-18,"According to multiple reports this week the decentralized currency bitcoin is still booming in many African countries. From South Africa to the Sub-Saharan region,...",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597812-781,https://news.bitcoin.com/?s=bitcoin+government+bank,Vietnam Expedites Cryptocurrency Legal Framework – Ready End of January,7-Jan-18,The government of Vietnam has taken steps to accelerate the adoption of cryptocurrency regulation that will affect Bitcoin. The executive power in Hanoi has...,80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597639-59,https://news.bitcoin.com/?s=bitcoin+government+bank,This Week in Bitcoin: The Hunt for the Next Bitcoin Intensifies,7-Jan-18,"Well, that just happened. What happened? Let’s see: crypto penny stocks mooning. Centralized banking coins mooning. Long forgotten alt bags and even abandoned projects...",7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520597639-60,https://news.bitcoin.com/?s=bitcoin+government+bank,Korean Government Starts Inspecting Major Banks for Crypto Regulation Compliance,7-Jan-18,The South Korean authorities will start inspecting major banks for their compliance with cryptocurrency regulations on Monday. This move follows the regulators' recent announcement...,7,https://news.bitcoin.com/page/7/?s=bitcoin+government+bank
1520598475-1105,https://news.bitcoin.com/?s=ethereum+government+bank,This Week in Bitcoin: The Hunt for the Next Bitcoin Intensifies,7-Jan-18,"Well, that just happened. What happened? Let’s see: crypto penny stocks mooning. Centralized banking coins mooning. Long forgotten alt bags and even abandoned projects...",3,https://news.bitcoin.com/page/3/?s=ethereum+government+bank
1520598580-1244,https://news.bitcoin.com/?s=ripple+government+bank,This Week in Bitcoin: The Hunt for the Next Bitcoin Intensifies,7-Jan-18,"Well, that just happened. What happened? Let’s see: crypto penny stocks mooning. Centralized banking coins mooning. Long forgotten alt bags and even abandoned projects...",2,https://news.bitcoin.com/page/2/?s=ripple+government+bank
1520597641-61,https://news.bitcoin.com/?s=bitcoin+government+bank,"Korean Crypto Exchanges Go on Hiring Spree, Stealing Workers From Banks",6-Jan-18,Major South Korean exchanges are on a hiring spree. The demand for cryptocurrencies and the government's mandate for stronger security systems are driving the need...,8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597812-782,https://news.bitcoin.com/?s=bitcoin+government+bank,PR: Crypto Ecosystem PagareX Release Set to Evolve the Crypto World,6-Jan-18,"A new product in the cryptocurrency world is ready to launch in the form of PagareX. This launch aims to provide both crypto-education and multiple investment opportunities in order to empower people financially. In doing so, the PagareX aims to cater to the cryptocurrency masses throughout the world and become the leading crypto-community by the year of 2020. So, how will it do this?",80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597641-62,https://news.bitcoin.com/?s=bitcoin+government+bank,United States of Bitcoin: Illinois Gives Crypto Love While Other States Hate,6-Jan-18,"The United States continues to divide over the issue of cryptocurrency generally and bitcoin in particular. Idaho and Alaska issued crypto investment warnings, while...",8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597641-64,https://news.bitcoin.com/?s=bitcoin+government+bank,"Despite Multiple Government Warnings, Indians Flock to Crypto Exchanges",5-Jan-18,"The Indian government has been actively issuing warnings regarding the risks of investing in cryptocurrencies such as bitcoin. However, Indians are not deterred, crowding...",8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597641-63,https://news.bitcoin.com/?s=bitcoin+government+bank,Mt. Gox Bitcoin Missing In relation to Mysterious Death of Exchange CEO,5-Jan-18,"State owned media outlet, Russia Today (RT), reports the suicide of an exchange CEO was in actuality something more sinister and connected to Mt. Gox'...",8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597812-783,https://news.bitcoin.com/?s=bitcoin+government+bank,Facebook’s Mark Zuckerberg Resolution: “Give People the Power” via Cryptocurrency,4-Jan-18,"Mark Zuckerberg, founder, chairman, and CEO of social media platform Facebook, has posted his annual challenge. It’s often a look back at major events,...",80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597812-784,https://news.bitcoin.com/?s=bitcoin+government+bank,BTCC Founder Positive the PBOC Will Remove China’s Exchange Ban,4-Jan-18,"This week the founder and CEO of the trading platform BTCC, Bobby Lee, was featured on the broadcast ‘Squawk Box’ and spoke about last...",80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597641-65,https://news.bitcoin.com/?s=bitcoin+government+bank,African Holding Company VP Urges Central Bank to Buy Bitcoin and Ditch Dollar,3-Jan-18,"Concerned about the US dollar’s predicted drop in value, and many African countries relying on USD cash reserves, vice president of Groupe Nduom, a...",8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597641-68,https://news.bitcoin.com/?s=bitcoin+government+bank,Korean Lawyers Take Government to Court over Crypto Regulation,3-Jan-18,A law firm from Seoul has decided to address arbitrary measures taken by authorities to regulate cryptocurrency trade. Korean lawyers have filed an appeal...,8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597812-785,https://news.bitcoin.com/?s=bitcoin+government+bank,Cryptocurrency Mining Soars in Vietnam – Over 7000 Rigs Imported,3-Jan-18,"The Ho Chi Minh City Customs Department has revealed the number of known mining rigs imported into Vietnam in 2017. Over 7,000 rigs were...",80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597641-66,https://news.bitcoin.com/?s=bitcoin+government+bank,(Updated) Chinese Central Bank Hosts Closed-Door Meeting on Electricity Usage of Bitcoin Miners,3-Jan-18,The People's Bank of China (PBOC) recently had a closed-door meeting on the use of electricity for bitcoin mining. The legitimacy of the news has...,8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597641-67,https://news.bitcoin.com/?s=bitcoin+government+bank,We’ve Come A Long Way – Bitcoin Block Zero Was Born Nine Years Ago...,3-Jan-18,"On this day nine years ago, quietly, bitcoin and its blockchain network were birthed with block zero, the Genesis Block. Without government permission or...",8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597812-787,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korea Expected to End Anonymous Crypto Trading by January 20,2-Jan-18,The South Korean government has been working on a system to enforce real-name identity verification on cryptocurrency traders. This system is expected to be...,80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597641-70,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Adoption in Africa Hinders EAC Plans for a Unified Currency,2-Jan-18,"Due to a declining economy and eroding national currencies, the East African Community (EAC), an intergovernmental central bank organization composed of six countries in...",8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597812-786,https://news.bitcoin.com/?s=bitcoin+government+bank,Gibraltar Launches Regulation to Protect Cryptocurrency Value and Reputation,2-Jan-18,"A mechanism tailored to protect customers of cryptocurrency businesses in Gibraltar, and its own reputation, went into effect on January 1. The regulation targets...",80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597641-69,https://news.bitcoin.com/?s=bitcoin+government+bank,Putin Wants to Use Cryptoruble to Evade Sanctions But Bank of Russia Skeptical,2-Jan-18,Russia's president Vladimir Putin has reportedly commissioned work to create a cryptocurrency as a tool to circumvent international sanctions. His economic adviser explained that...,8,https://news.bitcoin.com/page/8/?s=bitcoin+government+bank
1520597812-788,https://news.bitcoin.com/?s=bitcoin+government+bank,Koreans Deposited 64 Times More Fiat Into Crypto Exchanges in 2017,2-Jan-18,The South Korean government has for the first time obtained data of the total amount of fiat deposits made at cryptocurrency exchanges. At the...,80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597643-71,https://news.bitcoin.com/?s=bitcoin+government+bank,Japan’s GDP Grows Due to Bitcoin Wealth Effect,1-Jan-18,Analysts Yoshiyuki Suimon and Kazuki Miyamoto claim bitcoin will assist Japan in a Gross Domestic Product (GDP) boost of 0.3% heading into the first...,9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597812-789,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korean Exchanges Revise Policies to Comply with Crypto Regulation,1-Jan-18,South Korea's cryptocurrency exchanges have implemented changes to comply with the government's mandates announced last week. In addition to restricting certain customers from trading...,80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597643-72,https://news.bitcoin.com/?s=bitcoin+government+bank,Localbitcoincash.org Plans to Add Zero-Fee BCH-Based ‘Shapeshifting’ Trades,1-Jan-18,"Back in October, we reported on the launch of the peer-to-peer trading platform called Localbitcoincash. Since then the website has seen some updates, more...",9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597812-790,https://news.bitcoin.com/?s=bitcoin+government+bank,New Website Provides Guide to US Cryptocurrency Law,31-Dec-17,"Cryptocurrency law can be maddeningly vague. From taxation to commodities, the US constitution is characterized by ill-defined and occasionally contradictory statutes regarding digital currencies....",80,https://news.bitcoin.com/page/80/?s=bitcoin+government+bank
1520597815-791,https://news.bitcoin.com/?s=bitcoin+government+bank,The Satoshi Revolution – Chapter 3: Exchanges – Exchanging Liberty for Convenience? (Part 6),30-Dec-17,"The Satoshi Revolution: A Revolution of Rising Expectations.
Section 1 : The Trusted Third Party Problem
Chapter 3: Trying to Undo Satoshi
by Wendy McElroy

Exchanges - Exchanging...",81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597643-73,https://news.bitcoin.com/?s=bitcoin+government+bank,Korean Exchange Youbit May Avert Bankruptcy – Members Have 3 Options,30-Dec-17,South Korean exchange Youbit filed bankruptcy last week but has now come up with additional options to pay back its members. The exchange is...,9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597643-75,https://news.bitcoin.com/?s=bitcoin+government+bank,Trump’s New Tax Bill Means Changes Ahead for U.S. Bitcoiners,29-Dec-17,It has been 31 years since the United States addressed its labyrinthine tax structure. The 115th Congress passed a bill slicing seven income brackets...,9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597643-76,https://news.bitcoin.com/?s=bitcoin+government+bank,While Bitcoin Trades Above $19K In India — Tax Officials Are Snooping for Gains,29-Dec-17,"Bitcoin is booming in India, and the top trading platforms in the country Zebpay, Coinsecure, Unocoin, and Bitxoxo have seen unprecedented trade volumes and...",9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597643-74,https://news.bitcoin.com/?s=bitcoin+government+bank,Thailand’s Year of Bitcoin Ends with Central Bank Education Push,29-Dec-17,This week the Kingdom of Thailand announced its major regulators would team up in order to better educate its people about the world’s most...,9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597815-792,https://news.bitcoin.com/?s=bitcoin+government+bank,Dancing With the Devil: ‘Cashing Out’ Cryptos Into Fiat Not So Easy,28-Dec-17,"Bitcoin and other cryptocurrency assets are precious and some of them have grown over 1300 percent in value this year. Although, with the price...",81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597815-794,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korea Outlines New Attempts to Dampen Crypto Markets,28-Dec-17,The government of South Korea held a meeting on Thursday to discuss measures to deal with the growing trend of cryptocurrency speculation. The regulators...,81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597815-793,https://news.bitcoin.com/?s=bitcoin+government+bank,Ross Ulbricht’s Fate in the Hands of the US Supreme Court,28-Dec-17,"Ross Ulbricht formally submitted a writ of certiorari to the Supreme Court of the United States (SCOTUS), seeking a hearing for the overturn of...",81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520598478-1106,https://news.bitcoin.com/?s=ethereum+government+bank,Dancing With the Devil: ‘Cashing Out’ Cryptos Into Fiat Not So Easy,28-Dec-17,"Bitcoin and other cryptocurrency assets are precious and some of them have grown over 1300 percent in value this year. Although, with the price...",4,https://news.bitcoin.com/page/4/?s=ethereum+government+bank
1520597643-80,https://news.bitcoin.com/?s=bitcoin+government+bank,Former FDIC Chair Sheila Bair on Bitcoin: “Value — Like Beauty — Is in...,27-Dec-17,Former Federal Deposit Insurance Corporation (FDIC) chair Sheila Bair was given a platform on Yahoo! Finance to share her thoughts on the world’s most...,9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597646-81,https://news.bitcoin.com/?s=bitcoin+government+bank,Major Korean Banks Drop Bitcoin Point Swap Services,27-Dec-17,South Korean banks are further distancing themselves from bitcoin following the government's ”emergency” regulation which bans them from direct involvement in cryptocurrency-related activities. Shinhan...,10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597815-795,https://news.bitcoin.com/?s=bitcoin+government+bank,Russia Unveils Proposed Regulation Putting Limits on ICOs and Investors,27-Dec-17,The Russian finance ministry has unveiled its proposals for the regulation of initial coin offerings (ICOs) in the upcoming bill to be submitted this...,81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597643-77,https://news.bitcoin.com/?s=bitcoin+government+bank,EU Central Banker: “Stop Calling the Bitcoin a Coin”,27-Dec-17,"European Union central bankers are becoming increasingly vocal on the subject of the world’s most popular cryptocurrency, bitcoin. Its precipitous price increase this year...",9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597643-78,https://news.bitcoin.com/?s=bitcoin+government+bank,Israeli Regulator Investigating Public “Bitcoin” Company for False Claims,27-Dec-17,"Bitcoin mania has taken over the business world. Companies from India to Long Island are rushing to add bit, coin, crypto or blockchain to...",9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597643-79,https://news.bitcoin.com/?s=bitcoin+government+bank,Indian Entrepreneurs Rush to Launch Crypto Companies Following Bitcoin Boom,27-Dec-17,"Despite the government ramping up regulatory measures for bitcoin traders and exchanges, Indian entrepreneurs are rushing to set up companies with bitcoin or cryptocurrency-related...",9,https://news.bitcoin.com/page/9/?s=bitcoin+government+bank
1520597646-82,https://news.bitcoin.com/?s=bitcoin+government+bank,Indian Police Forces Break up Gang Preying on Bitcoin Investors,26-Dec-17,"The incredible bitcoin price rally this year has attracted a lot of new people to the cryptocurrency world, many of them just looking to...",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597646-83,https://news.bitcoin.com/?s=bitcoin+government+bank,Fidelity Investments Charitable Collected $22 Million in Bitcoin this Year,26-Dec-17,"The Year of Bitcoin continued apace with Fidelity Investments Charitable collecting a whopping 22,000,000 USD in the world’s most popular cryptocurrency. Bitcoiners are known...",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597646-85,https://news.bitcoin.com/?s=bitcoin+government+bank,Bundesbank Board Member: No Plans to Issue State-Backed Cryptocurrency,25-Dec-17,"Online German news site, €uro am Sonntag, interviewed Bundesbank board member Carl-Ludwig Thiele who revealed the European Union has no plans to issue a...",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597646-84,https://news.bitcoin.com/?s=bitcoin+government+bank,Vietnam Investigates Merchants for Accepting Bitcoin Despite Warnings,25-Dec-17,Vietnamese authorities have announced that they are investigating establishments that accept bitcoin for payments. This follows reports that restaurants and cafes are still accepting...,10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597815-796,https://news.bitcoin.com/?s=bitcoin+government+bank,Miners from 15 Countries to Give Input for Russian Cryptocurrency Bill,25-Dec-17,Cryptocurrency miners from 15 countries have confirmed that they will be showing Russian parliamentarians how cryptocurrencies are mined and discussing their countries' specific approaches...,81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597646-86,https://news.bitcoin.com/?s=bitcoin+government+bank,The Satoshi Revolution – Chapter 3: Wall Streeting Bitcoin (Part 5),23-Dec-17,"The Satoshi Revolution: A Revolution of Rising Expectations.
Section 1 : The Trusted Third Party Problem
Chapter 3: Trying to Undo Satoshi
by Wendy McElroy

Wall Streeting Bitcoin...",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597815-797,https://news.bitcoin.com/?s=bitcoin+government+bank,It Came from the East: How Asia Bolstered Cryptocurrencies in 2017,23-Dec-17,Bitcoin and the digital asset economy has seen a meteoric rise in value over the course of 2017. Various countries have caught the cryptocurrency...,81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597815-799,https://news.bitcoin.com/?s=bitcoin+government+bank,PR: Money Metals Exchange – Investors Can Now Buy and Sell Precious Metals Using...,22-Dec-17,"Money Metals Exchange Now Transacts in Bitcoin, Ethereum, Litecoin, Ripple, Bitcoin Cash, and More…

National precious metals dealer Money Metals Exchange today announced expanded services for customers engaging in precious metals transactions and wishing to make or receive payment in any of several crypto-currencies.",81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597815-798,https://news.bitcoin.com/?s=bitcoin+government+bank,Korean Authority Slaps Exchanges With Licensing Requirements,22-Dec-17,The South Korean government is conducting on-site inspections of crypto exchanges following the release of its emergency measures for cryptocurrency regulation. The regulators have...,81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597646-87,https://news.bitcoin.com/?s=bitcoin+government+bank,Indian Couple Asked to Be Gifted Bitcoin at Wedding,22-Dec-17,"An Indian couple requested for friends and family to gift them bitcoin at their wedding earlier this month. The couple, Prashant Sharma and Niti...",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520598478-1107,https://news.bitcoin.com/?s=ethereum+government+bank,PR: Money Metals Exchange – Investors Can Now Buy and Sell Precious Metals Using...,22-Dec-17,"Money Metals Exchange Now Transacts in Bitcoin, Ethereum, Litecoin, Ripple, Bitcoin Cash, and More…

National precious metals dealer Money Metals Exchange today announced expanded services for customers engaging in precious metals transactions and wishing to make or receive payment in any of several crypto-currencies.",4,https://news.bitcoin.com/page/4/?s=ethereum+government+bank
1520598580-1245,https://news.bitcoin.com/?s=ripple+government+bank,PR: Money Metals Exchange – Investors Can Now Buy and Sell Precious Metals Using...,22-Dec-17,"Money Metals Exchange Now Transacts in Bitcoin, Ethereum, Litecoin, Ripple, Bitcoin Cash, and More…

National precious metals dealer Money Metals Exchange today announced expanded services for customers engaging in precious metals transactions and wishing to make or receive payment in any of several crypto-currencies.",2,https://news.bitcoin.com/page/2/?s=ripple+government+bank
1520597646-88,https://news.bitcoin.com/?s=bitcoin+government+bank,Wikileaks Founder Responds to Banking Blockade 2.0: “Use Cryptocurrencies”,21-Dec-17,"This week the founder of Wikileaks, Julian Assange, told his 600,000 Twitter followers that the website that exposes government corruption is suffering another “banking...",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
